1,1,0,0,0,0,0.25,0, 0,0,0,0,0,0,0.19,0
1,1,0,0.94,0.03,0.03,0,0, -0.47,0.10000000000000009,0.03,-0.94,-0.03,0.0,0,0
0.53,1.1,0.03,0.98,0.04,0.03,0,0, -0.49000000000000005,0.0,-0.03,-0.265,0.0,0.0,0,0
0.04,1.1,0.0,0.1,0.01,0,0,0, 0.0,0.0,0.0,0.0,0.0,0,0,0
0.04,1.1,0.0,0.33,0.05,0.03,0,0, -0.04,0.0,0.0,-0.020000000000000018,0.0,0.0,0,0
0,1.1,0,0.13,0.01,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.1,0,0.45,0.02,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.1,0,0.4,0.05,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.1,0,0.715,0.04,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.1,0,0.13,0.01,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.1,0,0,0,0,1,0.01, 0,0.0,0,0,0,0,0,0.0
0,1.1,0,0.715,0.04,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.1,0,0,0,0,1,0.01, 0,0.0,0,0,0,0,0,0.0
0,1.1,0,0.13,0.01,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.1,0,0.31,0.05,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.1,0,0.1,0.01,0,0,0, 0,0.0,0,0.0,0.0,0,0,0
0,1.1,0,0,0,0,1,0.01, 0,0.0,0,0,0,0,0,0.0
0,1.1,0,0.715,0.04,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.1,0,0.31,0.05,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.1,0,0,0,0,0.44,0, 0.44,0.0,0,0,0,0,-0.12,0
0.44,1.1,0,0,0,0,1,0.01, 0.0,0.0,0,0,0,0,0,0.0
0.44,1.1,0,0.31,0.05,0.03,0,0, -0.15000000000000002,0.10000000000000009,0.05,-0.31,-0.05,0.0,0,0
0.29,1.2000000000000002,0.05,0.4,0.05,0.03,0,0, -0.19999999999999998,0.0,-0.030000000000000002,-0.14500000000000002,0.0,0.0,0,0
0.09,1.2000000000000002,0.02,0.45,0.02,0.03,0,0, -0.09,0.0,-0.02,-0.044999999999999984,0.0,0.0,0,0
0,1.2000000000000002,0,0,0,0,0.32,0, 0.32,0.0,0,0,0,0,0.03999999999999998,0
0.32,1.2000000000000002,0,0.13,0.01,0.03,0,0, -0.06,0.10000000000000009,0.01,-0.13,-0.01,0.0,0,0
0.26,1.3000000000000003,0.01,0,0,0,0.36,0, 0.36,0.0,0.0,0,0,0,-0.19999999999999998,0
0.62,1.3000000000000003,0.01,0.35,0.02,0.03,0,0, -0.16999999999999998,0.10000000000000009,0.019999999999999997,-0.35,-0.02,0.0,0,0
0.45,1.4000000000000004,0.03,0.405,0.02,0.03,0,0, -0.2,0.10000000000000009,0.020000000000000004,-0.405,-0.02,0.0,0,0
0.25,1.5000000000000004,0.05,0.715,0.04,0.03,0,0, -0.25,0.0,-0.030000000000000002,-0.125,0.0,0.0,0,0
0,1.5000000000000004,0.02,0.4,0.0,0.03,0,0, 0,0.0,-0.02,0.0,0.0,0.0,0,0
0,1.5000000000000004,0,0.33,0.04,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.5000000000000004,0,0,0,0,1,0.01, 0,0.0,0,0,0,0,0,0.0
0,1.5000000000000004,0,0.68,0.02,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.5000000000000004,0,0,0,0,0.16,0, 0.16,0.0,0,0,0,0,0.30999999999999994,0
0.16,1.5000000000000004,0,0.255,0.05,0.03,0,0, -0.13,0.0,0,-0.08000000000000002,0.0,0.0,0,0
0.03,1.5000000000000004,0,0.59,0.04,0.03,0,0, -0.03,0.0,0,-0.015000000000000013,0.0,0.0,0,0
0,1.5000000000000004,0,0.575,0.04,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.5000000000000004,0,0.175,0.05,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.5000000000000004,0,0.33,0.04,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.5000000000000004,0,0.1,0.01,0,0,0, 0,0.0,0,0.0,0.0,0,0,0
0,1.5000000000000004,0,0.175,0.05,0.03,0,0, 0,0.0,0,0.0,0.0,0.0,0,0
0,1.5000000000000004,0,0,0,0,0.47,0, 0.47,0.0,0,0,0,0,-0.36,0
0.47,1.5000000000000004,0,0,0,0,0.11,0, 0.10999999999999999,0.0,0,0,0,0,0.020000000000000004,0
0.58,1.5000000000000004,0,0.175,0.05,0.03,0,0, -0.08999999999999997,0.10000000000000009,0.05,-0.175,-0.05,0.0,0,0
0.49,1.6000000000000005,0.05,0.33,0.04,0.03,0,0, -0.16999999999999998,0.10000000000000009,0.039999999999999994,-0.33,-0.04,0.0,0,0
0.32,1.7000000000000006,0.09,0.1,0.01,0,0,0, -0.1,0.0,0.009999999999999995,0.0,0.0,0,0,0
0.22,1.7000000000000006,0.09999999999999999,0,0,0,0.13,0, 0.12999999999999998,0.0,0.0,0,0,0,0.27,0
0.35,1.7000000000000006,0.09999999999999999,0,0,0,0.4,0, 0.4,0.0,0.0,0,0,0,-0.040000000000000036,0
0.75,1.7000000000000006,0.09999999999999999,0,0,0,0.36,0, 0.25,0.0,0.0,0,0,0,0.08000000000000002,0
1,1.7000000000000006,0.09999999999999999,0.4,0.0,0.03,0,0, -0.19999999999999996,0.10000000000000009,1.3877787807814457e-17,-0.4,0.0,0.0,0,0
0.8,1.8000000000000007,0.1,0,0,0,1,0.01, 0.19999999999999996,0.0,-0.009999999999999995,0,0,0,-0.040000000000000036,0.0
1,1.8000000000000007,0.09000000000000001,0.8,0.0,0.03,0,0, -0.4,0.10000000000000009,-1.3877787807814457e-17,-0.8,0.0,0.0,0,0
0.6,1.9000000000000008,0.09,0,0,0,0.44,0, 0.4,0.0,0.0,0,0,0,-0.09000000000000002,0
1,1.9000000000000008,0.09,0.575,0.04,0.03,0,0, -0.29000000000000004,0.10000000000000009,0.04000000000000001,-0.575,-0.04,0.0,0,0
0.71,2.000000000000001,0.13,0.66,0.05,0.03,0,0, -0.32999999999999996,0.10000000000000009,0.04999999999999999,-0.66,-0.05,0.0,0,0
0.38,2.100000000000001,0.18,0,0,0,0.35,0, 0.35,0.0,0.0,0,0,0,0.040000000000000036,0
0.73,2.100000000000001,0.18,0.1,0.01,0,0,0, -0.09999999999999998,0.0,0.010000000000000009,0.0,0.0,0,0,0
0.63,2.100000000000001,0.19,0.31,0.01,0.03,0,0, -0.16000000000000003,0.10000000000000009,0.010000000000000009,-0.31,-0.01,0.0,0,0
0.47,2.200000000000001,0.2,0,0,0,0.96,0.01, 0.53,0.0,-0.010000000000000009,0,0,0,-0.08999999999999997,0.0
1,2.200000000000001,0.19,0.68,0.0,0.03,0,0, -0.33999999999999997,0.10000000000000009,0.0,-0.68,0.0,0.0,0,0
0.66,2.300000000000001,0.19,0,0,0,0.39,0, 0.33999999999999997,0.0,0.0,0,0,0,0.06,0
1,2.300000000000001,0.19,0,0,0,0.45,0, 0,0.0,0.0,0,0,0,0.04999999999999999,0
1,2.300000000000001,0.19,0.77,0.05,0.03,0,0, -0.39,0.10000000000000009,0.04999999999999999,-0.77,-0.05,0.0,0,0
0.61,2.4000000000000012,0.24,0,0,0,0.87,0.01, 0.39,0.0,-0.010000000000000009,0,0,0,0.08999999999999997,0.0
1,2.4000000000000012,0.22999999999999998,0.7,0.04,0.03,0,0, -0.35,0.10000000000000009,0.040000000000000036,-0.7,-0.04,0.0,0,0
0.65,2.5000000000000013,0.27,0.36,0.01,0.03,0,0, -0.18000000000000005,0.10000000000000009,0.010000000000000009,-0.36,-0.01,0.0,0,0
0.47,2.6000000000000014,0.28,0.1,0.01,0,0,0, -0.09999999999999998,0.0,0.010000000000000009,0.0,0.0,0,0,0
0.37,2.6000000000000014,0.29000000000000004,0.29,0.03,0.03,0,0, -0.13999999999999999,0.10000000000000009,0.02999999999999997,-0.29,-0.03,0.0,0,0
0.23,2.7000000000000015,0.32,0,0,0,0.96,0.01, 0.77,0.0,-0.010000000000000009,0,0,0,0.0,0.0
1,2.7000000000000015,0.31,0.1,0.01,0,0,0, -0.09999999999999998,0.0,0.010000000000000009,0.0,0.0,0,0,0
0.9,2.7000000000000015,0.32,0.15,0.03,0.03,0,0, -0.07000000000000006,0.10000000000000009,0.02999999999999997,-0.15,-0.03,0.0,0,0
0.83,2.8000000000000016,0.35,0.65,0.01,0.03,0,0, -0.32999999999999996,0.10000000000000009,0.010000000000000009,-0.65,-0.01,0.0,0,0
0.5,2.9000000000000017,0.36,0.68,0.02,0.03,0,0, -0.33999999999999997,0.0,-0.02999999999999997,-0.25,0.0,0.0,0,0
0.16,2.9000000000000017,0.33,0.1,0.01,0,0,0, -0.1,0.0,0.010000000000000009,0.0,0.0,0,0,0
0.06,2.9000000000000017,0.34,0.69,0.02,0.03,0,0, -0.06,0.0,-0.030000000000000027,-0.030000000000000027,0.0,0.0,0,0
0,2.9000000000000017,0.31,0.53,0.05,0.03,0,0, 0,0.0,-0.02999999999999997,0.0,0.0,0.0,0,0
0,2.9000000000000017,0.28,0,0,0,0.96,0.01, 0.96,0.0,-0.010000000000000009,0,0,0,-0.16999999999999993,0.0
0.96,2.9000000000000017,0.27,0.53,0.05,0.03,0,0, -0.27,0.10000000000000009,0.04999999999999999,-0.53,-0.05,0.0,0,0
0.69,3.0000000000000018,0.32,0,0,0,0.79,0.01, 0.31000000000000005,0.0,-0.010000000000000009,0,0,0,-0.09000000000000008,0.0
1,3.0000000000000018,0.31,0.72,0.0,0.03,0,0, -0.36,0.10000000000000009,0.0,-0.72,0.0,0.0,0,0
0.64,3.100000000000002,0.31,0.1,0.01,0,0,0, -0.09999999999999998,0.0,0.010000000000000009,0.0,0.0,0,0,0
0.54,3.100000000000002,0.32,0,0,0,0.7,0.01, 0.45999999999999996,0.0,-0.010000000000000009,0,0,0,-0.039999999999999925,0.0
1,3.100000000000002,0.31,0.75,0.01,0.03,0,0, -0.38,0.10000000000000009,0.010000000000000009,-0.75,-0.01,0.0,0,0
0.62,3.200000000000002,0.32,0.6599999999999999,0.02,0.03,0,0, -0.33,0.0,-0.030000000000000027,-0.31,0.0,0.0,0,0
0.29,3.200000000000002,0.29,0.4,0.02,0.03,0,0, -0.19999999999999998,0.0,-0.02999999999999997,-0.14500000000000002,0.0,0.0,0,0
0.09,3.200000000000002,0.26,0.43000000000000005,0.02,0.03,0,0, -0.09,0.0,-0.03,-0.044999999999999984,0.0,0.0,0,0
0,3.200000000000002,0.23,0.42,0.01,0.03,0,0, 0,0.0,-0.03,0.0,0.0,0.0,0,0
0,3.200000000000002,0.2,0.3499999999999999,0.02,0.03,0,0, 0,0.0,-0.03,0.0,0.0,0.0,0,0
0,3.200000000000002,0.17,0.1,0.01,0,0,0, 0,0.0,0.0,0.0,0.0,0,0,0
0,3.200000000000002,0.17,0.42,0.01,0.03,0,0, 0,0.0,-0.03,0.0,0.0,0.0,0,0
0,3.200000000000002,0.14,0.74,0.04,0.03,0,0, 0,0.0,-0.030000000000000013,0.0,0.0,0.0,0,0
0,3.200000000000002,0.11,0,0,0,0.66,0.01, 0.66,0.0,-0.009999999999999995,0,0,0,0.15999999999999992,0.0
0.66,3.200000000000002,0.1,0.255,0.02,0.03,0,0, -0.13,0.10000000000000009,0.01999999999999999,-0.255,-0.02,0.0,0,0
0.53,3.300000000000002,0.12,0,0,0,0.82,0.01, 0.47,0.0,-0.009999999999999995,0,0,0,-0.30999999999999994,0.0
1,3.300000000000002,0.11,0.38500000000000006,0.02,0.03,0,0, -0.18999999999999995,0.10000000000000009,0.020000000000000004,-0.38500000000000006,-0.02,0.0,0,0
0.81,3.400000000000002,0.13,0.1,0.01,0,0,0, -0.09999999999999998,0.0,0.010000000000000009,0.0,0.0,0,0,0
0.7100000000000001,3.400000000000002,0.14,0,0,0,0.5,0, 0.2899999999999999,0.0,0.0,0,0,0,-0.24,0
1,3.400000000000002,0.14,0.1,0.01,0,0,0, -0.09999999999999998,0.0,0.010000000000000009,0.0,0.0,0,0,0
0.9,3.400000000000002,0.15000000000000002,0,0,0,0.51,0.01, 0.09999999999999998,0.0,-0.010000000000000009,0,0,0,0.31999999999999995,0.0
1,3.400000000000002,0.14,0,0,0,0.83,0.01, 0,0.0,-0.010000000000000009,0,0,0,0.020000000000000018,0.0
1,3.400000000000002,0.13,0.96,0.0,0.03,0,0, -0.48,0.10000000000000009,0.0,-0.96,0.0,0.0,0,0
0.52,3.500000000000002,0.13,0,0,0,0.85,0.01, 0.48,0.0,-0.009999999999999995,0,0,0,-0.18999999999999995,0.0
1,3.500000000000002,0.12000000000000001,0.42,0.01,0.03,0,0, -0.20999999999999996,0.10000000000000009,0.009999999999999995,-0.42,-0.01,0.0,0,0
0.79,3.6000000000000023,0.13,0.74,0.04,0.03,0,0, -0.37000000000000005,0.10000000000000009,0.04000000000000001,-0.74,-0.04,0.0,0,0
0.42,3.7000000000000024,0.17,0.6,0.01,0.03,0,0, -0.3,0.0,-0.03,-0.20999999999999996,0.0,0.0,0,0
0.12,3.7000000000000024,0.14,0.1,0.01,0,0,0, -0.1,0.0,0.010000000000000009,0.0,0.0,0,0,0
0.01999999999999999,3.7000000000000024,0.15000000000000002,0.1,0.05,0.03,0,0, -0.01999999999999999,0.0,-0.030000000000000027,-0.009999999999999995,0.0,0.0,0,0
0,3.7000000000000024,0.12,0.46,0.02,0.03,0,0, 0,0.0,-0.03,0.0,0.0,0.0,0,0
0,3.7000000000000024,0.09,0.3499999999999999,0.02,0.03,0,0, 0,0.0,-0.03,0.0,0.0,0.0,0,0
